ttl;humidity;deviceId;co2;temperature;timestamp;datetime
1794639019.0;44.8;esp32-001;1841.0;23.87;1763103018000.0;2025-11-14 06:50:18.000000000
1794639206.0;45.1;esp32-001;1845.0;23.86;1763103205000.0;2025-11-14 06:53:25.000000000
1794639395.0;45.3;esp32-001;1834.0;23.93;1763103395000.0;2025-11-14 06:56:35.000000000
1794639582.0;44.5;esp32-001;1850.0;23.96;1763103582000.0;2025-11-14 06:59:42.000000000
1794639771.0;44.9;esp32-001;1887.0;23.95;1763103769000.0;2025-11-14 07:02:49.000000000
1794639959.0;45.2;esp32-001;1922.0;23.96;1763103957000.0;2025-11-14 07:05:57.000000000
1794640147.0;45.0;esp32-001;1948.0;23.95;1763104146000.0;2025-11-14 07:09:06.000000000
1794640336.0;45.2;esp32-001;2040.0;23.86;1763104335000.0;2025-11-14 07:12:15.000000000
1794640524.0;45.5;esp32-001;2069.0;23.88;1763104523000.0;2025-11-14 07:15:23.000000000
1794640712.0;45.5;esp32-001;2055.0;23.97;1763104711000.0;2025-11-14 07:18:31.000000000
1794640900.0;45.7;esp32-001;2118.0;24.03;1763104899000.0;2025-11-14 07:21:39.000000000
1794641277.0;46.0;esp32-001;2205.0;24.04;1763105088000.0;2025-11-14 07:24:48.000000000
1794641279.0;46.4;esp32-001;2219.0;24.03;1763105276000.0;2025-11-14 07:27:56.000000000
1794641467.0;46.9;esp32-001;2211.0;24.06;1763105466000.0;2025-11-14 07:31:06.000000000
1794641845.0;46.9;esp32-001;2300.0;24.08;1763105654000.0;2025-11-14 07:34:14.000000000
1794641847.0;47.2;esp32-001;2370.0;24.07;1763105844000.0;2025-11-14 07:37:24.000000000
1794642036.0;48.0;esp32-001;2409.0;24.06;1763106034000.0;2025-11-14 07:40:34.000000000
1794642224.0;47.6;esp32-001;2477.0;24.09;1763106223000.0;2025-11-14 07:43:43.000000000
1794642413.0;48.3;esp32-001;2530.0;24.11;1763106412000.0;2025-11-14 07:46:52.000000000
1794642600.0;48.4;esp32-001;2560.0;24.12;1763106599000.0;2025-11-14 07:49:59.000000000
1794642789.0;48.6;esp32-001;2624.0;24.12;1763106788000.0;2025-11-14 07:53:08.000000000
1794642977.0;48.4;esp32-001;2597.0;24.13;1763106976000.0;2025-11-14 07:56:16.000000000
1794643168.0;48.4;esp32-001;2425.0;24.14;1763107164000.0;2025-11-14 07:59:24.000000000
1794643356.0;47.8;esp32-001;2374.0;24.14;1763107356000.0;2025-11-14 08:02:36.000000000
1794643727.0;47.2;esp32-001;2009.0;24.14;1763107726000.0;2025-11-14 08:08:46.000000000
1794644105.0;45.1;esp32-001;2090.0;24.14;1763107915000.0;2025-11-14 08:11:55.000000000
1794644109.0;45.9;esp32-001;1973.0;24.14;1763108104000.0;2025-11-14 08:15:04.000000000
1794644298.0;44.1;esp32-001;2093.0;24.13;1763108296000.0;2025-11-14 08:18:16.000000000
1794644486.0;45.5;esp32-001;2090.0;24.11;1763108485000.0;2025-11-14 08:21:25.000000000
1794644674.0;44.0;esp32-001;1904.0;24.1;1763108673000.0;2025-11-14 08:24:33.000000000
1794644862.0;43.9;esp32-001;1836.0;24.05;1763108861000.0;2025-11-14 08:27:41.000000000
1794645233.0;43.4;esp32-001;2035.0;23.97;1763109232000.0;2025-11-14 08:33:52.000000000
1795200943.0;45.1;esp32-001;2141.0;23.99;1763109609000.0;2025-11-14 08:40:09.000000000
1795200944.0;45.3;esp32-001;2138.0;24.01;1763109980000.0;2025-11-14 08:46:20.000000000
1795200945.0;45.9;esp32-001;2154.0;24.02;1763110171000.0;2025-11-14 08:49:31.000000000
1795200945.0;45.8;esp32-001;2464.0;24.03;1763110361000.0;2025-11-14 08:52:41.000000000
1795200946.0;46.3;esp32-001;2146.0;24.03;1763110730000.0;2025-11-14 08:58:50.000000000
1795200947.0;46.1;esp32-001;2169.0;24.0;1763111103000.0;2025-11-14 09:05:03.000000000
1795200948.0;45.7;esp32-001;2231.0;23.99;1763111473000.0;2025-11-14 09:11:13.000000000
1795200949.0;45.7;esp32-001;2238.0;23.97;1763111661000.0;2025-11-14 09:14:21.000000000
1795200949.0;46.0;esp32-001;2265.0;23.95;1763111850000.0;2025-11-14 09:17:30.000000000
1795200950.0;38.9;esp32-001;560.0;23.32;1763664941000.0;2025-11-20 18:55:41.000000000
1795201138.0;38.3;esp32-001;539.0;23.55;1763665137000.0;2025-11-20 18:58:57.000000000
1795201326.0;38.3;esp32-001;558.0;23.65;1763665325000.0;2025-11-20 19:02:05.000000000
1795201514.0;38.2;esp32-001;558.0;23.71;1763665514000.0;2025-11-20 19:05:14.000000000
1795201703.0;38.2;esp32-001;565.0;23.76;1763665702000.0;2025-11-20 19:08:22.000000000
1795201891.0;38.2;esp32-001;546.0;23.81;1763665891000.0;2025-11-20 19:11:31.000000000
